Mes,Precipitacion,Temp Min,Temp Max
1,0.00,9.00,27.00
3,0.00,7.00,26.50
4,0.00,10.50,26.50
8,0.50,14.00,27.00
8,4.00,13.50,21.00
10,12.00,13.50,22.00
7,18.80,13.00,25.50
2,0.00,4.00,21.00
11,0.00,4.00,21.00
3,0.00,13.00,30.50
3,0.00,7.50,21.50
3,1.40,11.50,28.50
5,0.00,14.00,27.00
10,0.00,11.00,23.00
10,0.00,12.00,28.50
6,0.00,13.00,26.00
8,0.00,13.00,27.00
3,0.00,12.00,25.00
11,0.00,5.50,26.00
11,0.00,11.00,15.00
2,0.00,8.00,29.00
2,0.00,8.00,20.00
4,0.00,11.00,30.00
5,0.00,15.00,23.50
7,30.00,13.50,24.00
1,0.00,6.00,17.00
7,0.00,13.50,25.00
7,0.00,13.50,27.50
1,0.00,8.50,26.00
1,0.00,7.00,26.00
3,0.00,11.50,31.50
11,0.00,9.00,26.00
3,0.00,10.00,28.00
10,0.00,11.00,27.50
10,0.00,9.00,25.00
7,7.60,13.40,23.00
3,4.00,11.50,29.50
9,0.00,12.00,26.50
11,0.01,13.00,27.00
6,0.00,13.50,29.00
3,0.00,6.00,30.00
12,0.00,9.00,26.50
5,6.00,7.00,25.00
8,0.00,14.00,27.50
3,0.40,9.00,25.50
12,0.00,5.00,28.00
5,0.00,14.00,31.00
8,1.00,13.00,27.00
10,0.00,13.00,22.00
11,0.00,7.50,19.50
2,0.00,7.00,22.00
7,0.50,13.00,27.00
11,0.00,5.50,22.00
6,7.00,15.00,22.00
4,0.00,11.00,32.00
7,14.20,12.50,25.00
11,1.80,11.00,26.50
3,0.00,7.50,25.50
10,0.00,13.50,23.00
4,0.00,11.00,27.50
1,0.00,6.00,23.50
10,0.00,15.00,26.00
12,0.00,6.50,23.00
10,19.50,13.00,24.50
4,0.00,11.00,30.00
6,0.00,13.50,27.50
8,0.00,13.50,26.00
3,0.00,8.00,25.00
1,0.00,6.00,21.50
7,30.00,13.50,25.00
1,0.00,1.00,21.50
1,0.00,12.00,22.00
6,0.00,13.00,28.00
4,0.00,12.00,31.00
9,1.20,12.00,26.00
11,0.00,0.50,23.00
6,21.50,12.00,24.00
6,1.70,15.50,25.50
6,17.70,13.00,23.00
6,60.00,14.00,15.00
11,21.00,11.00,24.00
4,8.50,10.50,27.00
12,0.00,-4.50,24.00
9,0.00,12.50,26.00
9,0.00,12.00,19.50
5,2.50,13.00,27.00
2,0.00,7.50,27.50
7,0.00,14.00,25.00
8,2.00,12.00,27.00
5,0.30,13.00,24.50
3,0.00,7.00,26.50
10,0.00,14.00,27.50
6,22.30,15.00,28.00
3,0.00,10.50,21.00
1,0.00,6.00,26.00
6,45.20,15.00,24.00
4,0.00,13.00,27.50
1,0.01,6.00,21.00
3,0.01,9.00,28.00
6,17.30,14.00,29.00
1,0.00,5.00,24.50
12,0.00,6.00,25.00
4,0.00,11.50,28.00
8,2.70,13.50,27.50
9,0.00,12.50,27.00
1,0.00,7.50,26.00
10,0.00,3.50,23.50
2,0.00,10.50,29.00
9,0.00,11.50,21.00
5,0.00,13.00,30.50
9,0.00,10.50,23.00
8,3.60,14.00,24.00
10,9.00,14.00,25.50
12,34.00,11.00,13.00
4,0.00,9.00,27.50
10,3.70,13.50,26.00
3,0.00,10.00,29.50
9,0.00,10.50,25.00
8,0.20,14.00,23.00
1,0.00,4.00,26.50
4,0.00,12.00,29.00
8,8.00,11.50,24.00
1,3.10,6.00,23.00
12,0.00,8.00,24.00
3,0.00,6.00,27.00
4,0.00,13.50,28.00
2,0.00,9.00,28.50
1,0.00,2.50,24.00
5,0.00,12.50,28.50
2,0.00,6.00,26.00
11,0.00,6.50,23.50
1,0.00,7.50,19.50
1,0.00,4.00,22.00
12,0.00,6.50,21.50
2,0.00,9.50,25.50
10,0.00,5.50,27.00
7,0.00,12.50,25.00
10,0.00,13.00,27.00
5,0.00,13.00,27.50
12,0.00,8.50,25.00
6,16.00,11.50,25.50
10,0.00,3.00,24.00
11,0.00,12.50,23.00
9,4.50,13.00,26.50
1,0.00,7.00,25.00
10,0.00,11.00,26.00
7,0.00,13.00,28.50
4,0.00,9.50,29.00
2,0.00,11.00,27.00
6,0.00,14.00,28.50
1,0.00,2.00,21.00
5,2.10,12.00,28.50
11,0.00,9.00,25.50
10,19.10,12.50,25.50
12,0.00,6.00,24.50
2,0.00,8.00,28.00
3,0.00,9.00,28.50
3,0.00,6.50,28.50
12,0.00,4.00,25.00
8,9.00,12.50,28.00
7,6.00,15.00,26.00
3,0.00,14.00,28.50
12,0.00,6.50,23.00
10,0.00,10.00,26.00
2,0.00,7.00,26.00
12,0.00,6.00,26.00
8,0.00,11.50,25.00
1,0.00,-4.50,25.50
2,3.90,8.00,22.50
10,0.00,14.00,23.00
6,0.00,15.00,25.00
6,0.00,14.00,25.00
4,0.00,16.00,30.00
2,0.00,10.00,29.00
10,0.00,12.50,23.50
3,0.00,10.00,26.00
5,0.40,13.00,30.00
2,0.00,9.50,26.00
3,0.00,7.50,21.00
5,0.00,13.00,31.00
8,0.00,11.00,26.00
12,0.00,6.00,23.00
1,0.00,12.00,26.50
2,0.00,12.50,23.00
6,5.20,13.50,25.00
8,0.00,13.00,27.00
10,2.50,15.00,24.00
1,0.00,8.00,24.00
2,0.00,6.00,25.00
10,0.00,13.50,25.50
1,0.00,7.00,23.50
7,1.00,14.50,25.50
6,2.00,12.00,21.00
10,3.70,10.00,24.00
10,2.50,10.50,28.50
8,7.50,12.50,25.00
1,0.00,9.00,24.00
6,3.00,16.00,27.50
4,0.00,11.50,27.00
12,0.00,6.50,22.00
3,0.00,10.00,27.50
5,0.00,15.00,28.50
2,0.00,6.50,26.00
3,0.90,11.50,25.50
6,0.00,11.00,28.00
5,0.00,12.00,23.50
2,0.00,8.00,27.50
4,24.00,10.00,26.00
9,0.00,14.50,28.00
7,17.00,14.00,25.50
7,21.20,11.50,26.00
6,0.01,12.00,25.50
1,0.00,5.00,21.00
11,0.00,9.00,27.00
12,0.00,4.00,25.00
8,11.00,14.00,24.00
2,0.00,8.00,26.00
3,0.00,10.00,30.00
3,0.00,9.50,28.50
3,0.00,13.00,29.50
4,0.00,9.00,24.50
2,0.00,9.00,25.00
9,3.80,14.00,24.00
6,7.80,13.50,23.00
10,0.01,13.00,27.50
6,2.00,14.00,25.00
6,2.20,12.50,28.50
10,0.01,15.00,24.00
10,0.00,12.50,24.50
8,0.90,12.00,26.00
10,0.50,12.00,17.00
8,0.00,13.00,28.00
3,0.00,7.00,28.50
6,1.90,14.00,27.50
4,0.90,10.00,30.50
6,8.70,15.00,26.00
8,0.40,12.50,24.00
5,1.50,14.00,25.50
3,0.00,7.50,26.00
7,0.00,13.00,23.00
2,0.00,7.00,21.50
11,0.00,13.00,25.50
6,0.00,14.50,31.50
12,0.00,6.50,25.00
10,0.00,10.00,22.00
6,1.00,12.00,30.00
5,3.40,13.00,29.00
8,0.00,11.50,26.00
2,0.00,9.00,26.50
5,0.00,13.50,30.00
2,0.00,10.00,31.00
9,0.00,15.00,26.00
4,15.50,11.00,21.50
5,0.50,13.50,25.00
7,1.50,12.00,26.00
5,0.00,12.50,27.00
11,0.50,9.00,24.00
11,0.00,8.50,24.00
2,0.00,10.00,28.50
5,3.50,13.00,28.00
11,0.00,8.00,26.50
7,5.50,12.00,27.50
8,30.40,14.00,26.00
11,0.00,9.50,22.00
7,0.40,13.00,29.50
7,39.10,14.00,20.00
7,0.00,12.00,26.00
3,0.00,9.50,27.50
4,0.00,10.50,29.00
9,6.70,14.50,25.00
11,0.00,10.00,23.00
10,0.00,12.50,25.00
11,12.00,11.00,23.00
4,0.90,12.50,28.50
6,0.00,12.50,28.00
7,1.00,14.00,27.00
4,0.00,12.00,27.50
11,0.00,8.00,25.00
2,0.00,10.50,26.00
1,0.00,2.50,25.50
9,0.00,12.00,27.00
12,0.00,5.50,26.00
1,0.00,5.00,22.50
12,0.00,9.00,26.50
9,0.00,13.00,26.50
9,2.00,11.50,22.50
9,5.20,15.00,23.00
10,3.20,13.00,26.00
6,0.00,15.50,28.50
4,2.00,13.00,30.00
7,0.00,14.00,27.00
8,4.50,12.50,22.00
7,8.60,14.00,24.00
7,0.50,12.00,25.00
5,0.00,14.50,24.00
8,12.70,13.50,26.50
4,0.00,11.00,32.00
7,0.00,13.00,24.00
6,17.60,13.00,26.00
4,0.00,12.50,29.00
2,0.00,9.00,29.00
9,1.30,12.50,20.50
1,0.00,3.00,26.00
1,0.00,11.50,25.50
3,0.00,4.00,26.50
5,8.00,12.50,27.50
11,3.10,12.00,20.00
5,0.00,12.00,28.50
11,0.00,8.00,25.50
9,4.10,14.00,26.50
4,0.00,11.50,31.00
5,0.00,14.50,30.50
7,0.00,13.50,26.00
9,18.50,13.50,22.00
4,0.00,14.00,29.00
5,0.00,14.00,29.00
3,0.00,9.00,25.50
3,0.00,8.50,27.00
3,0.50,11.50,29.00
2,0.00,6.00,26.00
1,0.00,2.50,22.00
2,0.00,9.00,27.00
12,0.00,8.50,19.00
3,0.00,12.00,28.00
5,0.00,14.00,28.00
10,0.00,11.00,26.50
7,4.70,11.00,24.00
7,0.00,12.00,23.00
2,0.00,9.00,21.50
6,1.30,19.00,23.00
6,0.00,13.00,24.00
7,0.00,12.00,25.00
8,1.10,11.00,26.00
8,0.30,14.50,26.50
2,0.00,6.00,22.00
1,0.00,6.00,24.00
1,0.00,2.50,23.50
6,0.00,14.00,26.00
3,0.00,9.50,29.50
6,6.80,13.00,23.50
3,3.40,11.00,23.00
3,0.00,7.00,27.00
1,0.00,6.50,17.50
3,0.00,5.50,27.00
10,8.50,13.00,23.00
11,9.40,11.00,27.50
4,1.50,10.00,26.50
11,0.00,10.00,28.50
12,0.00,8.50,27.00
7,0.01,13.00,28.00
8,0.80,12.00,26.00
3,2.50,11.00,28.00
3,1.00,13.00,31.00
3,1.50,8.50,25.00
3,0.00,7.50,27.00
7,7.70,14.50,26.00
1,0.00,4.00,22.50
1,0.00,8.50,24.00
3,0.00,9.00,25.00
9,23.10,15.00,26.00
9,8.40,14.00,25.00
5,0.00,15.00,30.50
7,0.00,13.00,26.00
9,6.10,13.00,27.00
2,0.00,10.00,24.00
3,0.00,5.00,25.50
10,5.40,11.50,26.00
11,0.00,8.50,25.50
6,1.30,14.00,26.00
4,0.01,13.50,30.00
3,0.00,8.00,27.00
10,0.00,11.00,29.00
2,0.00,9.00,26.50
12,0.00,6.00,21.00
6,0.30,12.00,25.00
4,25.00,10.50,28.50
4,10.50,8.00,31.50
7,0.90,13.00,27.00
7,39.00,13.50,22.50
1,0.00,9.00,28.00
4,1.00,11.50,31.50
3,0.00,9.00,16.00
2,0.00,5.00,23.00
6,24.40,13.00,25.00
4,0.00,12.50,27.00
10,1.20,13.00,22.00
6,0.00,12.50,26.00
3,0.00,9.00,28.50
2,0.00,9.00,27.00
4,6.80,14.00,29.50
2,4.20,10.00,25.50
1,0.00,8.00,23.50
8,0.00,13.00,24.50
6,1.40,12.00,24.00
1,0.00,0.00,19.00
4,0.00,11.50,24.00
1,0.00,2.00,23.00
8,51.50,15.00,22.50
5,6.50,13.00,27.00
1,0.00,8.50,24.00
1,0.00,6.00,25.00
8,0.00,12.50,26.50
9,41.00,13.00,25.00
2,0.00,10.00,24.50
1,0.00,6.00,24.50
12,0.00,2.50,25.50
2,0.00,10.00,23.00
12,0.00,5.50,23.00
2,0.00,10.00,27.50
8,6.10,12.50,26.00
10,0.00,8.50,28.00
2,0.00,9.00,27.50
12,0.00,6.00,22.00
2,0.00,11.00,26.00
9,2.50,13.00,23.00
10,0.00,6.00,26.50
9,1.50,14.00,25.00
10,0.00,8.50,27.00
9,2.10,15.00,23.50
7,2.10,13.00,27.00
5,2.00,12.00,28.00
2,0.00,3.50,24.00
7,0.00,11.50,25.50
7,19.30,13.50,21.00
11,0.00,10.00,26.00
9,0.00,11.00,26.50
3,0.00,7.50,28.00
8,0.00,14.00,27.50
3,0.00,8.00,26.00
6,23.40,13.50,24.50
2,0.00,8.00,26.00
12,0.00,9.50,21.00
11,0.00,14.50,27.00
11,1.30,8.50,24.00
1,0.00,7.50,24.50
10,2.00,13.50,23.00
2,0.00,8.50,26.00
7,0.00,14.00,23.50
6,7.00,14.50,29.50
1,0.00,3.00,21.00
7,13.00,12.50,25.00
2,0.00,10.50,26.00
5,0.50,13.50,31.50
9,0.00,12.00,27.50
3,0.00,10.50,32.00
5,0.00,13.00,28.50
8,2.10,14.50,27.50
11,0.00,10.50,16.50
3,0.30,12.50,29.00
3,0.30,8.50,26.50
6,0.00,15.00,23.50
2,0.00,7.00,27.50
1,0.00,2.00,20.00
7,1.50,13.00,25.00
9,28.50,13.00,25.00
9,0.00,13.00,25.50
5,0.00,10.00,29.00
3,0.00,10.00,29.50
5,16.70,13.00,27.00
6,0.00,11.50,26.00
10,0.00,9.00,29.00
9,0.00,12.00,27.00
2,0.00,6.00,27.00
9,0.00,14.00,23.50
2,0.00,5.00,28.00
8,1.50,14.00,25.00
2,0.00,8.00,30.00
3,0.00,10.00,25.00
11,0.00,8.50,23.50
8,0.01,13.50,25.00
11,0.00,9.00,26.00
11,0.00,8.50,25.00
2,0.00,9.00,25.00
1,0.00,7.50,16.00
3,4.30,13.00,25.50
8,2.50,14.00,25.00
6,1.70,13.00,29.00
2,0.00,12.00,26.50
8,0.00,13.50,23.50
4,0.00,11.50,28.00
11,0.00,5.50,25.00
4,0.50,10.50,30.00
11,0.00,7.00,19.50
8,1.00,13.00,22.00
12,0.00,5.00,24.00
12,0.00,7.00,25.00
12,0.00,9.50,26.50
8,0.00,12.00,28.00
3,0.00,10.00,28.50
4,0.00,12.00,29.00
7,15.50,14.50,23.00
11,0.00,11.00,24.00
12,0.00,6.00,24.50
3,0.00,10.50,24.50
11,0.00,10.50,27.00
3,0.00,9.00,27.50
5,0.00,9.00,29.00
9,4.90,14.00,26.00
5,18.40,13.50,25.00
11,1.50,11.00,18.00
9,0.00,12.00,26.00
8,0.00,12.00,26.50
7,0.00,12.00,25.50
3,0.00,11.00,27.50
10,0.00,14.00,25.00
4,0.00,10.00,29.50
10,0.00,9.00,28.00
10,0.00,11.00,27.00
7,0.50,12.50,25.50
3,0.00,10.00,30.00
12,0.00,8.00,29.00
3,0.00,8.00,24.00
6,13.00,5.50,26.00
12,0.00,5.00,23.50
12,0.00,-4.00,26.00
11,0.00,10.00,25.00
7,11.10,14.00,24.00
9,0.00,15.00,26.00
12,0.00,8.00,25.00
11,0.00,9.50,26.00
2,2.80,7.00,17.00
12,0.00,9.50,26.50
3,0.00,9.50,28.50
12,0.00,7.00,25.50
5,8.70,13.00,28.00
9,0.00,11.50,26.00
12,0.00,8.00,21.50
7,0.00,13.00,26.00
2,0.00,5.50,28.00
10,0.00,12.00,27.00
1,0.00,6.00,24.50
11,0.00,9.00,24.00
4,0.00,11.00,24.50
11,0.00,10.00,26.00
12,0.00,8.50,24.00
2,0.00,10.00,28.00
8,0.01,14.00,25.50
1,0.00,3.00,21.00
8,3.50,11.00,28.00
1,0.00,10.00,21.50
9,0.00,12.50,26.00
5,0.00,16.00,32.00
8,13.70,14.50,26.00
4,0.01,12.00,29.00
9,2.10,13.50,21.00
5,2.50,14.00,27.00
12,0.00,7.00,25.50
4,0.00,12.00,25.00
3,0.00,11.50,28.00
7,2.30,13.00,25.00
5,1.90,12.50,32.50
10,0.00,13.00,24.50
9,12.50,12.50,26.00
3,0.80,9.50,25.50
6,0.50,13.00,28.50
7,0.00,13.00,24.00
5,0.00,10.00,30.00
5,0.00,12.50,27.00
8,0.50,14.50,29.00
12,0.00,6.50,25.50
10,0.00,12.00,27.50
6,4.00,13.50,24.00
12,0.00,7.00,26.00
11,0.00,7.50,23.00
11,0.00,7.00,21.00
12,0.00,9.50,26.50
3,0.00,8.50,26.00
9,0.40,13.00,25.50
4,0.00,9.50,29.00
2,0.00,7.50,26.50
9,10.10,13.50,24.00
8,0.00,12.50,26.00
5,0.00,14.50,25.00
10,0.00,12.50,26.00
5,0.00,9.50,27.00
9,36.00,14.00,23.00
12,0.00,8.00,24.00
6,0.30,13.00,29.00
6,0.00,13.50,24.00
7,4.30,12.00,27.00
8,3.80,14.50,26.50
7,0.00,12.50,24.00
6,0.00,14.00,27.00
3,5.40,9.00,27.00
9,8.20,8.00,25.50
3,0.00,10.50,27.50
6,0.30,11.00,30.50
12,0.00,5.50,23.50
6,0.00,12.00,28.00
10,28.00,14.00,22.00
4,0.01,12.00,25.00
9,0.00,13.00,22.50
8,0.30,13.50,28.00
1,0.00,4.00,26.50
11,0.00,6.00,24.50
9,11.50,14.00,25.00
2,0.00,9.00,28.00
4,0.00,9.50,30.50
8,7.70,13.00,25.50
8,0.00,14.00,25.50
11,0.30,9.50,25.50
3,0.00,5.50,28.00
6,3.10,14.00,25.00
10,0.20,12.50,25.00
9,1.10,14.00,25.50
5,0.00,11.00,28.00
10,0.00,11.00,26.50
3,0.00,9.00,27.50
6,1.00,14.00,25.00
11,0.00,6.00,23.50
4,0.01,11.50,29.00
6,2.00,13.00,26.00
12,0.00,3.50,20.50
8,0.00,14.00,23.00
6,0.00,13.00,31.00
3,0.00,7.50,28.00
11,0.00,6.00,25.00
4,0.00,12.50,31.50
6,0.00,12.00,28.50
7,11.50,14.00,26.50
9,0.00,13.50,23.00
3,0.00,12.00,30.00
6,23.00,15.00,29.00
5,0.00,12.00,29.50
8,13.50,13.50,27.00
4,0.00,12.50,30.50
8,1.00,12.00,25.00
8,0.00,13.00,25.00
3,9.00,10.50,25.00
2,0.00,3.50,27.00
12,0.00,8.50,25.50
5,0.00,11.50,29.00
12,0.00,8.50,18.00
9,0.00,10.50,24.00
6,10.50,11.50,26.00
2,0.00,7.50,25.00
12,0.00,9.00,22.00
7,0.00,13.50,27.00
3,0.00,11.00,31.00
5,0.00,15.00,26.50
2,0.00,7.50,25.00
5,0.00,16.00,30.50
6,12.00,12.50,26.00
9,2.00,13.50,27.00
4,0.00,9.00,28.00
12,0.00,5.00,25.00
7,15.30,13.00,23.50
10,0.00,8.50,26.50
9,1.90,15.00,23.00
9,2.00,12.50,19.00
2,0.00,6.00,22.00
1,0.00,2.50,22.50
5,0.00,14.50,23.00
11,0.00,11.00,21.00
2,0.00,8.50,25.00
12,0.00,11.00,21.50
6,4.90,15.00,22.00
12,0.00,8.50,25.00
8,0.00,13.50,24.00
3,0.00,9.00,29.50
6,37.50,14.00,26.50
10,0.00,12.50,25.50
11,0.00,10.00,18.00
12,0.00,5.50,23.00
7,0.00,11.00,25.50
2,0.00,9.00,25.50
5,0.00,14.00,32.00
11,0.00,6.50,29.00
12,0.00,8.00,27.00
6,0.01,15.00,23.00
6,0.00,13.00,30.00
3,0.00,10.00,25.00
1,0.00,3.00,26.00
6,2.00,14.50,23.00
10,0.00,7.00,23.00
3,0.00,7.50,25.50
10,0.00,13.00,25.00
11,0.00,5.00,22.00
4,0.00,12.50,27.50
3,0.00,11.50,33.00
2,0.00,6.50,29.00
5,0.00,11.00,26.00
11,0.00,11.50,27.00
12,0.00,7.00,26.50
3,2.20,11.00,27.00
2,0.00,9.50,28.00
3,0.00,10.50,30.50
11,0.00,11.50,24.50
5,1.90,16.50,31.00
5,0.00,13.00,30.00
9,11.50,16.00,26.50
6,0.00,13.50,25.00
6,25.10,15.50,25.00
12,0.00,7.00,25.50
3,0.00,10.00,29.50
6,0.00,14.00,25.50
10,0.00,12.00,20.50
10,14.90,12.50,25.50
8,1.50,14.00,26.00
8,22.10,14.00,22.00
12,0.00,2.00,22.00
12,0.00,9.50,25.50
8,1.90,14.00,28.00
12,0.00,8.50,28.00
8,19.00,12.00,23.00
4,32.50,11.00,26.50
2,0.00,6.00,25.00
11,0.00,9.00,27.00
9,3.90,13.50,26.50
2,0.00,8.00,27.50
1,0.00,7.00,22.00
3,0.00,11.00,29.00
11,0.00,11.00,18.00
4,0.00,12.00,28.00
12,0.00,5.00,23.00
2,0.00,10.00,26.00
10,0.00,10.50,28.00
7,13.00,13.00,25.00
5,6.40,14.00,26.50
10,0.00,13.00,20.50
12,0.00,6.00,23.00
6,10.40,14.00,20.00
4,0.00,11.50,29.50
7,0.50,12.50,24.00
12,0.00,0.50,21.00
7,2.60,14.00,29.00
8,6.20,14.00,24.00
9,0.00,14.50,26.50
7,0.00,13.00,27.00
7,0.00,10.50,27.00
12,0.00,9.00,21.50
10,12.50,8.50,25.50
12,0.01,8.00,22.00
7,21.50,13.00,24.00
1,0.00,6.00,25.50
6,5.30,13.00,25.00
9,0.00,13.00,25.50
1,0.00,5.50,22.50
3,1.20,9.50,25.50
6,8.80,12.00,25.00
10,0.00,10.00,24.00
10,2.50,15.50,27.00
8,0.00,12.00,22.50
8,0.00,14.00,28.00
2,0.00,7.50,27.00
11,0.00,12.00,22.00
4,0.00,12.00,30.50
4,0.00,13.00,30.00
2,0.00,8.00,22.00
4,2.50,12.00,27.00
1,0.00,6.00,23.50
9,1.00,13.00,22.50
10,0.00,12.50,19.50
2,0.00,8.00,26.50
8,1.20,14.00,26.50
9,6.50,15.00,25.50
8,0.00,14.00,28.00
6,0.00,12.00,28.00
9,0.00,14.00,24.00
1,0.00,7.00,24.50
12,0.00,6.00,15.00
5,0.00,14.00,30.50
7,0.00,13.50,23.00
4,0.00,12.00,27.50
1,0.00,6.50,23.00
3,3.60,8.00,23.00
2,0.00,8.00,24.00
10,5.30,9.00,26.00
7,3.00,12.50,27.00
6,7.90,15.50,29.50
7,0.00,13.00,28.00
11,0.00,8.00,24.00
11,0.00,6.00,24.00
9,0.70,14.00,25.00
4,0.00,13.00,29.50
3,0.00,11.00,26.00
9,0.00,15.00,28.50
7,0.00,12.50,25.00
9,0.30,12.00,25.50
7,0.00,13.00,26.00
5,0.00,11.00,30.00
8,0.00,14.00,25.00
11,0.00,9.00,23.00
11,0.00,5.00,23.00
10,0.00,12.50,24.00
11,0.00,4.00,22.00
3,0.00,9.00,27.00
3,0.00,8.00,26.00
4,0.00,11.50,32.50
1,0.00,5.50,22.00
12,0.00,5.50,25.00
1,0.00,12.00,28.00
1,0.00,2.50,23.50
2,0.00,10.00,31.50
7,2.80,13.50,26.50
7,3.00,8.00,22.00
6,8.60,12.50,27.00
12,0.00,5.50,25.00
3,0.00,6.50,27.00
7,0.00,13.50,24.00
3,0.00,11.50,29.50
5,0.00,13.00,29.50
3,0.00,8.00,25.00
1,0.00,6.50,24.50
4,0.00,13.50,30.00
12,0.00,6.00,22.50
10,2.00,14.00,24.50
12,0.00,11.00,26.00
5,0.00,11.50,26.50
11,0.00,10.00,24.50
5,0.01,12.00,29.50
1,0.00,9.00,15.50
8,10.70,13.00,25.00
12,0.00,5.00,23.00
4,0.00,10.00,32.00
9,0.00,10.50,27.00
1,0.00,11.50,24.00
1,0.00,5.00,24.50
10,0.00,13.50,26.50
11,0.00,11.00,24.50
8,7.80,15.00,26.00
12,0.00,3.50,17.00
4,0.00,11.00,27.00
12,0.00,-1.00,21.00
5,0.00,11.50,24.50
11,0.00,4.00,18.00
12,0.00,-2.00,23.00
8,3.80,12.00,26.00
3,0.00,10.50,26.50
7,0.50,12.00,27.00
7,2.00,11.50,24.00
3,0.00,11.50,31.50
5,8.50,15.50,26.00
2,0.00,10.00,22.00
5,7.00,14.00,31.00
3,0.00,7.00,29.00
12,0.00,4.00,25.00
1,0.00,6.00,23.00
4,3.00,10.50,25.00
2,0.00,9.00,28.00
2,0.00,6.00,24.50
7,9.40,13.00,25.00
9,10.00,13.50,24.00
12,0.00,6.50,24.00
2,0.00,9.00,28.00
9,4.00,14.50,26.00
5,0.80,13.50,33.00
12,0.00,5.00,23.50
3,0.00,4.50,29.00
2,0.00,9.00,25.50
3,0.00,11.00,28.00
1,0.00,6.00,24.00
10,0.01,13.00,21.00
6,4.10,16.00,29.00
8,0.00,14.50,26.00
5,0.00,13.00,29.50
4,9.60,12.00,26.00
5,0.00,12.50,30.50
12,0.00,5.00,26.50
11,0.00,4.50,23.00
5,16.00,15.00,29.50
4,0.00,11.00,27.50
9,0.00,10.50,25.50
8,0.00,12.50,26.00
12,0.00,4.50,24.50
6,0.00,15.00,29.00
10,0.00,10.00,24.50
2,0.00,7.00,26.00
10,0.00,12.00,27.00
5,0.00,13.50,30.50
3,0.00,13.00,31.00
12,0.00,7.00,19.00
5,0.00,14.00,32.00
6,1.00,13.50,26.00
5,5.00,12.00,29.00
8,0.00,11.00,28.00
11,0.00,9.00,24.00
5,2.50,12.50,27.50
12,0.00,6.00,25.00
9,1.10,13.00,24.00
2,0.00,11.00,29.00
11,0.00,4.00,24.50
3,0.00,9.50,25.00
6,0.00,11.00,25.50
5,0.00,13.50,24.50
10,1.40,14.00,22.00
4,0.00,12.00,29.50
6,11.50,12.00,26.00
3,0.00,6.50,26.00
8,0.00,12.50,22.00
12,0.00,9.50,19.50
8,0.00,13.00,26.00
3,4.20,11.00,29.00
4,0.00,13.00,30.00
1,0.00,7.50,25.00
7,0.00,11.00,25.00
7,0.00,13.50,25.00
4,0.00,14.00,29.00
8,0.00,13.50,25.00
7,3.50,12.00,26.00
2,0.00,9.00,30.00
12,0.00,13.50,25.50
2,0.00,12.00,28.50
6,0.30,13.00,26.00
3,0.00,10.50,26.50
10,0.00,13.00,22.50
2,0.00,6.00,29.00
3,0.00,9.00,30.00
2,0.00,9.50,29.50
7,7.50,13.00,22.00
11,0.00,10.00,28.00
3,0.00,6.00,28.00
2,0.00,8.00,20.50
7,0.00,13.00,25.50
10,0.50,13.00,22.50
11,0.00,6.00,25.00
11,0.00,9.00,25.00
2,3.40,8.50,14.00
7,7.00,14.00,27.00
4,0.00,11.00,29.00
4,0.00,14.00,26.50
10,0.00,13.00,28.00
1,0.00,4.00,23.00
10,0.50,13.00,27.00
12,0.00,8.50,28.00
9,0.00,11.00,27.00
6,0.00,11.00,30.00
1,0.00,6.00,25.00
7,4.30,13.00,24.00
3,5.70,11.00,26.50
6,0.00,13.00,29.00
2,0.00,9.00,29.00
9,0.50,13.50,23.00
3,0.00,11.00,30.50
1,0.00,0.00,21.00
5,0.00,12.00,27.00
7,20.00,9.00,25.00
11,0.00,11.00,24.50
9,1.70,15.00,22.00
8,0.00,14.00,23.00
12,0.00,11.00,26.50
8,2.80,13.00,25.50
5,0.00,14.00,31.00
2,0.00,2.00,26.00
11,0.00,10.00,24.50
8,1.40,15.00,25.50
5,0.00,11.50,30.00
4,0.00,6.00,27.50
8,3.40,14.00,26.50
1,0.00,7.00,26.50
11,0.00,8.00,24.50
4,2.40,12.00,27.50
7,0.40,12.00,25.00
4,0.00,10.50,26.00
10,22.00,14.00,25.00
7,0.00,13.00,23.50
3,0.00,8.00,27.50
6,0.00,13.00,29.50
8,0.00,12.00,22.00
3,9.00,9.50,23.00
2,0.00,8.00,29.50
6,0.00,13.00,28.00
12,0.00,9.50,20.50
5,0.00,12.00,30.50
8,0.00,12.00,27.50
4,0.00,14.00,30.00
5,6.60,13.00,28.50
11,0.00,8.00,24.50
9,0.70,12.00,24.00
3,0.00,10.00,28.00
8,0.00,12.00,27.00
6,0.00,13.50,22.50
12,0.00,8.50,21.00
3,0.00,9.00,29.50
3,0.01,10.00,27.00
4,0.00,9.00,30.00
11,0.00,9.50,24.00
8,12.00,13.50,25.00
1,0.00,4.00,26.00
12,0.00,5.00,22.00
2,0.00,6.00,28.00
12,0.00,6.00,25.00
6,1.40,13.50,25.00
5,0.00,13.00,30.50
7,4.40,12.50,25.00
4,0.00,10.50,26.50
7,0.00,12.00,27.50
2,0.00,9.00,29.00
6,0.00,10.00,27.00
12,0.00,4.00,24.00
11,0.00,9.00,28.00
4,0.50,10.50,24.50
1,0.00,8.00,23.00
6,2.20,13.50,25.50
3,2.90,9.00,24.00
10,0.00,11.00,27.00
3,0.00,6.50,28.50
12,0.00,11.50,24.50
