Fecha,Alcaldía,Precipitación,Temperatura Mínima,Temperatura Máxima,Inundación,Creación,Actualización
2012-07-16,Alcaldia object (101),13.00,12.50,25.00,0,2020-07-12 08:36:43+00:00,
2012-07-17,Alcaldia object (101),20.00,12.00,23.00,1,2020-07-12 08:36:43+00:00,
2012-07-18,Alcaldia object (101),0.70,12.00,21.50,0,2020-07-12 08:36:43+00:00,
2012-07-19,Alcaldia object (101),2.00,13.00,23.50,1,2020-07-12 08:36:43+00:00,
2012-07-20,Alcaldia object (101),0.20,13.00,22.50,0,2020-07-12 08:36:43+00:00,
2012-07-21,Alcaldia object (101),0.00,12.00,25.00,0,2020-07-12 08:36:43+00:00,
2012-07-22,Alcaldia object (101),14.20,12.50,25.00,0,2020-07-12 08:36:43+00:00,
2012-07-23,Alcaldia object (101),0.00,12.50,24.00,0,2020-07-12 08:36:43+00:00,
2012-07-24,Alcaldia object (101),1.50,13.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-07-25,Alcaldia object (101),0.00,13.00,23.50,0,2020-07-12 08:36:43+00:00,
2012-07-26,Alcaldia object (101),4.50,14.00,25.00,1,2020-07-12 08:36:43+00:00,
2012-07-27,Alcaldia object (101),0.90,14.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-07-28,Alcaldia object (101),17.00,12.00,25.50,1,2020-07-12 08:36:43+00:00,
2012-07-29,Alcaldia object (101),2.40,11.00,24.00,0,2020-07-12 08:36:43+00:00,
2012-07-30,Alcaldia object (101),0.00,11.50,26.00,0,2020-07-12 08:36:43+00:00,
2012-07-31,Alcaldia object (101),0.00,12.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-01,Alcaldia object (101),0.00,12.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-02,Alcaldia object (101),0.00,12.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-03,Alcaldia object (101),7.80,12.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-08-04,Alcaldia object (101),3.40,14.00,26.50,1,2020-07-12 08:36:43+00:00,
2012-08-05,Alcaldia object (101),0.00,14.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-08-06,Alcaldia object (101),0.00,12.00,26.50,0,2020-07-12 08:36:43+00:00,
2012-08-07,Alcaldia object (101),4.20,13.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-08,Alcaldia object (101),0.00,14.00,28.00,0,2020-07-12 08:36:43+00:00,
2012-08-09,Alcaldia object (101),13.00,13.00,27.50,0,2020-07-12 08:36:43+00:00,
2012-08-10,Alcaldia object (101),5.00,12.50,22.00,1,2020-07-12 08:36:43+00:00,
2012-08-11,Alcaldia object (101),4.00,14.50,22.00,1,2020-07-12 08:36:43+00:00,
2012-08-12,Alcaldia object (101),0.00,14.00,21.00,0,2020-07-12 08:36:43+00:00,
2012-08-13,Alcaldia object (101),17.10,14.00,22.00,0,2020-07-12 08:36:43+00:00,
2012-08-14,Alcaldia object (101),0.00,12.00,21.00,0,2020-07-12 08:36:43+00:00,
2012-08-15,Alcaldia object (101),0.00,12.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-16,Alcaldia object (101),0.00,11.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-17,Alcaldia object (101),0.70,12.00,21.50,0,2020-07-12 08:36:43+00:00,
2012-08-18,Alcaldia object (101),2.00,14.00,21.00,0,2020-07-12 08:36:43+00:00,
2012-08-19,Alcaldia object (101),4.00,14.00,23.00,0,2020-07-12 08:36:43+00:00,
2012-08-20,Alcaldia object (101),10.10,13.50,23.50,0,2020-07-12 08:36:43+00:00,
2012-08-21,Alcaldia object (101),1.00,13.00,22.00,0,2020-07-12 08:36:43+00:00,
2012-08-22,Alcaldia object (101),0.00,12.50,22.00,0,2020-07-12 08:36:43+00:00,
2012-08-23,Alcaldia object (101),7.40,12.50,22.00,1,2020-07-12 08:36:43+00:00,
2012-08-24,Alcaldia object (101),0.00,14.00,23.00,0,2020-07-12 08:36:43+00:00,
2012-08-25,Alcaldia object (101),0.30,14.00,24.50,0,2020-07-12 08:36:43+00:00,
2012-08-26,Alcaldia object (101),0.70,13.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-08-27,Alcaldia object (101),23.90,14.00,24.00,0,2020-07-12 08:36:43+00:00,
2012-08-28,Alcaldia object (101),0.00,15.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-08-29,Alcaldia object (101),0.00,13.00,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-30,Alcaldia object (101),0.00,12.50,27.00,0,2020-07-12 08:36:43+00:00,
2012-08-31,Alcaldia object (101),0.00,13.50,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-01,Alcaldia object (101),0.00,14.00,22.00,0,2020-07-12 08:36:43+00:00,
2012-09-02,Alcaldia object (101),0.00,13.00,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-03,Alcaldia object (101),0.00,13.00,28.50,0,2020-07-12 08:36:43+00:00,
2012-09-04,Alcaldia object (101),14.50,12.00,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-05,Alcaldia object (101),0.00,11.50,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-06,Alcaldia object (101),0.00,11.00,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-07,Alcaldia object (101),0.00,12.50,28.00,0,2020-07-12 08:36:43+00:00,
2012-09-08,Alcaldia object (101),4.80,12.00,27.50,0,2020-07-12 08:36:43+00:00,
2012-09-09,Alcaldia object (101),1.10,12.00,24.00,0,2020-07-12 08:36:43+00:00,
2012-09-10,Alcaldia object (101),0.00,13.00,24.50,0,2020-07-12 08:36:43+00:00,
2012-09-11,Alcaldia object (101),0.00,12.00,26.00,0,2020-07-12 08:36:43+00:00,
2012-09-12,Alcaldia object (101),11.70,14.00,23.00,1,2020-07-12 08:36:43+00:00,
2012-09-13,Alcaldia object (101),0.00,13.50,24.50,0,2020-07-12 08:36:43+00:00,
2012-09-14,Alcaldia object (101),10.20,13.00,26.50,0,2020-07-12 08:36:43+00:00,
2012-09-15,Alcaldia object (101),19.50,12.50,24.50,1,2020-07-12 08:36:43+00:00,
2012-09-16,Alcaldia object (101),12.50,12.50,26.00,1,2020-07-12 08:36:43+00:00,
2012-09-17,Alcaldia object (101),11.50,14.00,25.00,0,2020-07-12 08:36:43+00:00,
2012-09-18,Alcaldia object (101),0.00,14.50,25.00,0,2020-07-12 08:36:43+00:00,
2012-09-19,Alcaldia object (101),0.00,10.50,23.00,0,2020-07-12 08:36:43+00:00,
2012-09-20,Alcaldia object (101),0.00,10.50,24.00,0,2020-07-12 08:36:44+00:00,
2012-09-21,Alcaldia object (101),0.00,10.50,25.00,0,2020-07-12 08:36:44+00:00,
2012-09-22,Alcaldia object (101),1.80,11.00,25.50,0,2020-07-12 08:36:44+00:00,
2012-09-23,Alcaldia object (101),0.00,13.00,24.00,0,2020-07-12 08:36:44+00:00,
2012-09-24,Alcaldia object (101),0.00,14.00,26.00,0,2020-07-12 08:36:44+00:00,
2012-09-25,Alcaldia object (101),0.00,14.00,25.00,0,2020-07-12 08:36:44+00:00,
2012-09-26,Alcaldia object (101),4.00,14.50,26.00,0,2020-07-12 08:36:44+00:00,
2012-09-27,Alcaldia object (101),41.00,13.00,25.00,1,2020-07-12 08:36:44+00:00,
2012-09-28,Alcaldia object (101),0.40,15.00,26.50,0,2020-07-12 08:36:44+00:00,
2012-09-29,Alcaldia object (101),10.40,14.00,27.00,1,2020-07-12 08:36:44+00:00,
2012-09-30,Alcaldia object (101),1.10,14.50,24.00,0,2020-07-12 08:36:44+00:00,
2012-10-01,Alcaldia object (101),0.00,12.00,24.00,0,2020-07-12 08:36:44+00:00,
2012-10-02,Alcaldia object (101),0.00,12.00,22.50,0,2020-07-12 08:36:44+00:00,
2012-10-03,Alcaldia object (101),0.00,8.00,25.50,0,2020-07-12 08:36:44+00:00,
2012-10-04,Alcaldia object (101),0.00,5.50,26.50,0,2020-07-12 08:36:44+00:00,
2012-10-05,Alcaldia object (101),0.00,6.00,27.00,0,2020-07-12 08:36:44+00:00,
