Fecha,Alcaldía,Precipitación,Temperatura Mínima,Temperatura Máxima,Inundación,Creación,Actualización
2018-10-08,Alcaldia object (101),2.30,13.00,24.00,0,2020-07-12 08:37:07+00:00,
2018-10-09,Alcaldia object (101),3.20,13.00,26.00,0,2020-07-12 08:37:07+00:00,
2018-10-10,Alcaldia object (101),7.30,14.50,26.00,0,2020-07-12 08:37:07+00:00,
2018-10-11,Alcaldia object (101),0.01,15.00,24.00,0,2020-07-12 08:37:07+00:00,
2018-10-12,Alcaldia object (101),1.00,14.00,24.50,0,2020-07-12 08:37:07+00:00,
2018-10-13,Alcaldia object (101),0.00,14.00,24.00,0,2020-07-12 08:37:07+00:00,
2018-10-14,Alcaldia object (101),0.01,13.00,27.50,0,2020-07-12 08:37:07+00:00,
2018-10-15,Alcaldia object (101),7.00,13.50,27.00,0,2020-07-12 08:37:07+00:00,
2018-10-16,Alcaldia object (101),2.30,13.00,25.00,0,2020-07-12 08:37:07+00:00,
2018-10-17,Alcaldia object (101),0.01,13.00,21.00,0,2020-07-12 08:37:07+00:00,
2018-10-18,Alcaldia object (101),0.00,13.00,21.00,0,2020-07-12 08:37:07+00:00,
2018-10-19,Alcaldia object (101),1.10,12.50,24.00,0,2020-07-12 08:37:07+00:00,
2018-10-20,Alcaldia object (101),0.90,14.50,21.50,0,2020-07-12 08:37:07+00:00,
2018-10-21,Alcaldia object (101),1.20,13.00,22.00,0,2020-07-12 08:37:07+00:00,
2018-10-22,Alcaldia object (101),0.00,11.50,25.00,0,2020-07-12 08:37:07+00:00,
2018-10-23,Alcaldia object (101),0.00,10.00,24.00,0,2020-07-12 08:37:07+00:00,
2018-10-24,Alcaldia object (101),0.00,10.00,26.50,0,2020-07-12 08:37:07+00:00,
2018-10-25,Alcaldia object (101),0.00,11.00,27.00,0,2020-07-12 08:37:07+00:00,
2018-10-26,Alcaldia object (101),6.30,13.00,27.00,0,2020-07-12 08:37:07+00:00,
2018-10-27,Alcaldia object (101),0.01,13.00,21.00,0,2020-07-12 08:37:07+00:00,
2018-10-28,Alcaldia object (101),0.00,13.00,22.00,0,2020-07-12 08:37:07+00:00,
2018-10-29,Alcaldia object (101),52.80,11.00,26.00,0,2020-07-12 08:37:07+00:00,
2018-10-30,Alcaldia object (101),2.20,11.00,25.00,0,2020-07-12 08:37:07+00:00,
2018-10-31,Alcaldia object (101),0.01,12.00,24.50,0,2020-07-12 08:37:07+00:00,
2018-11-01,Alcaldia object (101),9.00,13.00,23.00,0,2020-07-12 08:37:07+00:00,
2018-11-02,Alcaldia object (101),5.10,12.00,22.50,0,2020-07-12 08:37:07+00:00,
2018-11-03,Alcaldia object (101),3.20,13.50,20.50,0,2020-07-12 08:37:07+00:00,
2018-11-04,Alcaldia object (101),0.00,10.00,18.00,0,2020-07-12 08:37:07+00:00,
2018-11-05,Alcaldia object (101),0.00,9.00,24.00,0,2020-07-12 08:37:07+00:00,
2018-11-06,Alcaldia object (101),0.00,10.00,26.00,0,2020-07-12 08:37:07+00:00,
2018-11-07,Alcaldia object (101),0.00,11.00,27.00,0,2020-07-12 08:37:07+00:00,
2018-11-08,Alcaldia object (101),0.00,11.00,28.00,0,2020-07-12 08:37:07+00:00,
2018-11-09,Alcaldia object (101),0.00,11.50,27.00,0,2020-07-12 08:37:07+00:00,
2018-11-10,Alcaldia object (101),0.00,11.00,24.50,0,2020-07-12 08:37:07+00:00,
2018-11-11,Alcaldia object (101),0.00,11.00,25.00,0,2020-07-12 08:37:07+00:00,
2018-11-12,Alcaldia object (101),4.50,10.00,26.00,0,2020-07-12 08:37:08+00:00,
2018-11-13,Alcaldia object (101),6.50,5.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-11-14,Alcaldia object (101),15.50,5.00,9.00,0,2020-07-12 08:37:08+00:00,
2018-11-15,Alcaldia object (101),0.00,5.00,19.50,0,2020-07-12 08:37:08+00:00,
2018-11-16,Alcaldia object (101),0.00,5.00,23.00,0,2020-07-12 08:37:08+00:00,
2018-11-17,Alcaldia object (101),0.00,6.50,23.50,0,2020-07-12 08:37:08+00:00,
2018-11-18,Alcaldia object (101),0.00,5.50,21.50,0,2020-07-12 08:37:08+00:00,
2018-11-19,Alcaldia object (101),0.00,6.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-20,Alcaldia object (101),0.00,8.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-21,Alcaldia object (101),0.00,9.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-22,Alcaldia object (101),0.00,8.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-23,Alcaldia object (101),0.00,9.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-24,Alcaldia object (101),0.00,9.50,26.00,0,2020-07-12 08:37:08+00:00,
2018-11-25,Alcaldia object (101),0.00,9.00,27.00,0,2020-07-12 08:37:08+00:00,
2018-11-26,Alcaldia object (101),0.00,9.00,26.00,0,2020-07-12 08:37:08+00:00,
2018-11-27,Alcaldia object (101),0.00,9.00,25.00,0,2020-07-12 08:37:08+00:00,
2018-11-28,Alcaldia object (101),0.50,9.00,24.00,0,2020-07-12 08:37:08+00:00,
2018-11-29,Alcaldia object (101),1.50,11.50,18.00,0,2020-07-12 08:37:08+00:00,
2018-11-30,Alcaldia object (101),0.00,9.00,23.50,0,2020-07-12 08:37:08+00:00,
2018-12-01,Alcaldia object (101),0.00,7.00,26.50,0,2020-07-12 08:37:08+00:00,
2018-12-02,Alcaldia object (101),0.00,12.00,27.00,0,2020-07-12 08:37:08+00:00,
2018-12-03,Alcaldia object (101),0.00,8.00,26.00,0,2020-07-12 08:37:08+00:00,
2018-12-04,Alcaldia object (101),3.00,9.00,24.50,0,2020-07-12 08:37:08+00:00,
2018-12-05,Alcaldia object (101),0.01,8.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-06,Alcaldia object (101),0.00,8.50,23.00,0,2020-07-12 08:37:08+00:00,
2018-12-07,Alcaldia object (101),0.00,8.50,25.00,0,2020-07-12 08:37:08+00:00,
2018-12-08,Alcaldia object (101),0.00,6.00,23.00,0,2020-07-12 08:37:08+00:00,
2018-12-09,Alcaldia object (101),0.00,10.00,23.50,0,2020-07-12 08:37:08+00:00,
2018-12-10,Alcaldia object (101),0.00,8.00,21.00,0,2020-07-12 08:37:08+00:00,
2018-12-11,Alcaldia object (101),0.00,7.00,19.00,0,2020-07-12 08:37:08+00:00,
2018-12-12,Alcaldia object (101),0.00,7.00,21.00,0,2020-07-12 08:37:08+00:00,
2018-12-13,Alcaldia object (101),0.00,8.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-14,Alcaldia object (101),0.00,5.00,23.00,0,2020-07-12 08:37:08+00:00,
2018-12-15,Alcaldia object (101),0.00,3.50,17.00,0,2020-07-12 08:37:08+00:00,
2018-12-16,Alcaldia object (101),0.00,4.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-17,Alcaldia object (101),0.00,4.50,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-18,Alcaldia object (101),0.00,6.00,19.00,0,2020-07-12 08:37:08+00:00,
2018-12-19,Alcaldia object (101),0.00,5.00,24.00,0,2020-07-12 08:37:08+00:00,
2018-12-20,Alcaldia object (101),0.00,0.50,21.00,0,2020-07-12 08:37:08+00:00,
2018-12-21,Alcaldia object (101),0.00,1.00,23.50,0,2020-07-12 08:37:08+00:00,
2018-12-22,Alcaldia object (101),0.00,2.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-23,Alcaldia object (101),0.00,2.50,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-24,Alcaldia object (101),0.00,3.50,21.50,0,2020-07-12 08:37:08+00:00,
2018-12-25,Alcaldia object (101),0.00,5.50,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-26,Alcaldia object (101),0.00,6.50,21.50,0,2020-07-12 08:37:08+00:00,
2018-12-27,Alcaldia object (101),0.00,6.00,23.00,0,2020-07-12 08:37:08+00:00,
2018-12-28,Alcaldia object (101),0.00,11.00,22.00,0,2020-07-12 08:37:08+00:00,
2018-12-29,Alcaldia object (101),0.00,6.00,23.00,0,2020-07-12 08:37:08+00:00,
2018-12-30,Alcaldia object (101),0.00,5.00,24.00,0,2020-07-12 08:37:08+00:00,
2018-12-31,Alcaldia object (101),0.00,5.00,25.00,0,2020-07-12 08:37:08+00:00,
